,Title,Source,Description,Keywords
1808,triptych print,https://research.britishmuseum.org/collectionimages/AN00692/AN00692563_001_l.jpg,Colour woodblock-printed triptych. Pleasure-boat on Sumida River: Actors with courtesans and entertainers carried on river; townspeople crowd in small boats to try to see them; trained monkey dancing to music of shamisen and drums on board. Signed.,courtesan/prostitute;boat/ship
1809,Joruri mutsumashizuki koi no tedori ÅEµÅEÅEÅE†ÅEÅEÅEÅEÄÄÅEÅE∏ÅEºÅEÅEÅE¶ÅEºÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅE (The Crafty Art of New Year's Love),https://research.britishmuseum.org/collectionimages/AN00634/AN00634380_001_l.jpg,"Colour woodblock pillar print. Actors Segawa Kikunojo III and Iwai Hanshiro IV as maidens in 'Harugoma' dance in joruri play 'Mutsumashi-tsuki koi no tetori'. Inscribed, signed, marked and sealed.",theatre/theatrical life;kabuki;actor/actress
1810,print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521311_001_l.jpg,"Colour woodblock print with powdered mica ground. Actors Nakayama Tomisaburo as Umegawa and Ichikawa Komazo as her lover Chubei; walking under umbrella. 1 of 2 impressions. Signed, sealed and marked.",kabuki;actor/actress
1811,Shiri-tori-ne Nashi Kusagusa,https://research.britishmuseum.org/collectionimages/AN00592/AN00592025_001_l.jpg,"Triptych: A comic representation, gi-ga (drawn for fun), showing numerous figures engaged in various activities portraying legends, heroes, and stories, among others: (right sheet)--top left, torisashi (bird catcher), top middle, yamagaeri (returning from the mountain)(a pilgrim on Mount Fuji), top right, Mongaku Shonin under the waterfall, middle right, tsuibi yakko (a following servant), bottom right, Aoto genen (servants of Aoto (a dramatic character)), below, the nobleman and poet Ono no Tofu standing on a bridge, to the left, O-Han carried across a stream by Taira no Kanemochi, above them, Urashima Taro with his fishing rod amuses Yebisu the god of good luck; (center sheet)-top right, Honzo, from the Chushingura, top left, Chokichi, below, the painter Ukiyo Matabei, seated, behind is Daikoku, another god of good luck, with his mallet and sack, admiring a fountain of gold coins issuing from a rice mortar tended by a courtesan, middle left, a dancing shojo (drunken sprite) with a sake cup, middle right, Umegaye, below, Shibata Katsuie breaking the water jar, from which a Chinese child (kara-ko) escapes, the event being watched by three Buddhist divinities; (left sheet)- top right, Oniwaka Maru about to attack a a giant paper carp (on which Kinko, the sennin is riding) mounted on a long pole carried by the strong boy Kintaro, top left, Noritsune (not Nasu no Yoichi executing his master shot at the battle of Ichi-no Tano (Yashima)), below, the bandit monk Kumasaka Chohan, below, Jo and Uba, spirits of the pine-tree, right, Yoshitsune dressed as a travelling monk, bottom Raiko (Yorimitsu) also dressed as a travelling monk encounters an old woman (Takesago) on his way to slay Shuten Doji, bottom right edge, Yanada Yoichi.",
1812,Sashu rukei Kakuta nami daimoku ÅEΩÅEÅE∑ÅEÅEµÅEÅEÅEÅEÅEßÅEÅEÅE∞ÅE≥¢ÅE°ÅEÅEÅEÆ (Banishment to Sado Island: Sutra Title on the Waves at Kakuta) / Koso go-ichidai ryaku-zu ÅE´ÅEÅE•ÅEÅEæ°ÅE∏ÄÅEª£ÅEÅE•ÅEÅEÅE (Brief Illustrated History of Life of the Great Monk),https://research.britishmuseum.org/collectionimages/AN00537/AN00537049_001_l.jpg,"Woodblock print. Nichiren calming storm on his way to Sado; with large waves. Nishiki-e on paper. Inscribed, sealed, marked and signed.",myth/legend;buddhist cleric
1815,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00034/AN00034531_001_l.jpg,"COMPASS Image Caption: Benzaiten, a hanging scroll painting",bodhisattva
1816,kakemono-e,https://research.britishmuseum.org/collectionimages/AN01357/AN01357665_001_l.jpg,"Large vertical colour woodblock print (kakemono-e), in original paper mounting as a hanging scroll. High-ranking courtesan processing.",courtesan/prostitute
1817,Yuki no Shirahige ÅEÅE™ÅEÅEÆÅEÅEΩÅEÅE≤ÅEÅEÅE (Shirahige in the Snow) / Tokyo junidai ÅEÅE±ÅE∫¨ÅEÅEÅEÅE∫ÅEÅE°ÅE (Twelve Tokyo Subjects),https://research.britishmuseum.org/collectionimages/AN00230/AN00230352_001_l.jpg,Woodblock: print. Winter scene.,
1818,Ne no koku / Seiro juni toki tsuzuki,https://research.britishmuseum.org/collectionimages/AN00526/AN00526139_001_l.jpg,"Woodblock print. Bijinga. popular culture. Hour of the rat, girls undressing, one kneeling and folding kimono. Nishiki-e on paper.",mammal;child;bijin
1819,Yakusha gakuya-buro no nigiwai ÅEø≥ÅEÅE™ÅE•ΩÅE±ÅEÅE¢®ÅEÅEÅEÅEÅEÆÅE≥ÅEÅEÅE≤ (A lively scene of actors in the green-room bath),https://research.britishmuseum.org/collectionimages/AN16132/AN1613208539_l.jpg,"Woodblock triptych print, colour.  Kabuki actors sharing a bath.  The actors depicted, from left to right, are: Onoe Kikugor≈ÅE V, Ichikawa Yonez≈ÅE, Ichikawa Danj≈´r≈ÅE IX, Nakamura Fukusuke IV, Band≈ÅE Kichiroku, Ichikawa Sadanji I.  Kikugor≈ÅEÅEÄÅEs male servant (Otowaya otoko-sh≈´) presents a letter addressed to Kikugor≈ÅE (identified on the letter by the actor's poetry name Baik≈ÅE).",kabuki;humour;bath/bath-house;actor/actress
1820,Mane'emon no. 4 / Furyu enshoku Mane'emon ÅE¢®ÅEµÅEÅEÅE∂ÅEÅE≤ÅEÅEÅEÅEººÅEÅEÅEÅEÅEÅEÅEÅEÅE (Elegant Amorous Mane'emon),https://research.britishmuseum.org/collectionimages/AN00583/AN00583137_001_l.jpg,Colour woodblock print. Pregnant wife holding lantern dragging her husband away from a young woman.,
1821,hashira-e,https://research.britishmuseum.org/collectionimages/AN00611/AN00611694_001_l.jpg,"Woodblock print. Korean man with tall hat, standing and smoking with pipe; smoke from his pipe forming seven characters from Chinese poem of the Tang dynasty. Inscribed and sealed.",literature;korean
1822,drawing,https://research.britishmuseum.org/collectionimages/AN16131/AN1613101660_l.jpg,"Ohne Titel ('Untitled'); from a series of ten paired works, each forming a diptych of two sheets with a seated elderly artist on the right, based on the late Hokusai self-portrait drawing of 1842 (Leiden, Netherlands Rijksmuseum voor Volkenkunde) pointing towards the drawn image on the left of a biomorphic form. 3 July 2015<br/>Pen and ink, Indian ink and watercolour on paper",
1823,Warai Hannya ÅE¨ÅEÅEÅE≤ÅEÅEØÅEÅEÅEÅEÅE´ÅEÅEÅE (Laughing Hannya) / Hyaku monogatari ÅEÅEæÅEÅE©ÅE™ÅE (100 Ghost Tales),https://research.britishmuseum.org/collectionimages/AN16132/AN1613270567_l.jpg,"Colour woodblock print.  A horned female demon (Hannya) appears in the circular window of a small room, grinning hideously as she points to the bloody, severed head of an infant in her other hand, her face brightly illuminated from within the room.",devil/demon
1824,Uso shidare-zakura ÅE∑Ω ÅEÅEÅEÅE°ÅE (Bullfinch and weeping cherry-tree),https://research.britishmuseum.org/collectionimages/AN00535/AN00535766_001_l.jpg,"Woodblock print. Kachoga. Birds and flowers, bullfinch and weeping cherry-tree, with a poem. Nishiki-e on paper.",tree/bush;literature;fruit;bird and flower
1825,Kohada Koheiji ÅEÅEÅEÅEÅEØÅEÅE†ÅE∞ÅEÅEπ≥ÅE∫ÅE (Kohada Koheiji) / Hyaku monogatari ÅEÅEæÅEÅE©ÅE™ÅE (100 Ghost Tales),https://research.britishmuseum.org/collectionimages/AN16132/AN1613270612_l.jpg,Colour woodblock print.  The skeletal ghost of Kohada Koheiji peers in over the top of the mosquito net pulled down by his bony hands. Mysterious spirit flames emanate from below.,ghost
1826,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00117/AN00117232_001_l.jpg,Kakemono. General subject - bird. Ducks in a stream. Ink and colours on silk.                SIGN + SEAL,leaf;bird
1827,"Taira no Kanemori ÅEπ≥ ÅEÅEºÅEÅEÅE / Hyakunin isshu uba ga etoki ÅEÅEæÅE∫∫ÅE∏ÄÅE¶ÅEÅEß•ÅEÅEÅEÅEÅEÅEÅEÅE®ÅEÅEÅE (One Hundred Poems by One Hundred Poets, Explained by the Nurse)",https://research.britishmuseum.org/collectionimages/AN00066/AN00066256_001_l.jpg,"Sketch. General subject - figure. People by pavilion,design for an unpublished print. Ink on paper.",pavilion
1828,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00231/AN00231479_001_l.jpg,"Painting, hanging scroll mounted on a panel. Courtesan of the Hoei era (1704-10). Ink and colour on paper. Signed and sealed.",courtesan/prostitute;kabuki
1829,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230974_001_l.jpg,"Hanging scroll. Woman arranging her hair. (According to register, with calligraphy).",courtesan/prostitute
1830,panel / painting,https://research.britishmuseum.org/collectionimages/AN00230/AN00230941_001_l.jpg,"Painting, mounted on a panel. Courtesan arranging her hair. Ink and colour on paper.",courtesan/prostitute
1831,painting / handscroll,https://research.britishmuseum.org/collectionimages/AN00231/AN00231464_001_l.jpg,Hanging scroll. Entertainment. Moonlight river party. Ink and colours on silk.,seasons;leisure/entertainment
1832,painting / handscroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230991_001_l.jpg,Handscroll. Miscellaneous scenes of the theatre. Ink and colours on silk.,courtesan/prostitute;fuzoku
1833,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN01098/AN01098974_001_l.jpg,"Painting, hanging scroll. Landscape at Mt Kano in Kazusa province: pilgrims climbing steep stone steps to Jinyaji Temple and Shiratori Shrine through pines and cypress trees in background; more pilgrims on winding mountain path in foreground. Ink and colo",landscape
1834,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00035/AN00035650_001_l.jpg,"COMPASS Title: Tsukioka Yoshitoshi, Courtesan with a pillow, a hanging scroll painting",courtesan/prostitute
1836,Zuburoku no shichi-henjinÅEÄÄÅEÅE©ÅEÅEÅEÅEÅEÆÅE∏ÅEÅE§ÅEÅE∫∫ (Seven Strange Men Blind Drunk),https://research.britishmuseum.org/collectionimages/AN00690/AN00690184_001_l.jpg,"Colour woodblock-printed triptych. Seven male and two female drunkards, dancing and singing; sake keg and screen in background; Sake bottles and cups on floor. Nishiki-e on paper. Inscribed, signed, sealed and marked.",food/drink
1837,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00227/AN00227147_001_l.jpg,"Hanging-scroll. Two geisha and a maid with shamisen. Ink and colour on silk. Dated, signed and sealed.",geisha
1839,painting / handscroll,https://research.britishmuseum.org/collectionimages/AN00231/AN00231465_001_l.jpg,Painting. Street scene. Scene of a fire.,society/human life
1840,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230383_001_l.jpg,"Hanging scroll. View of Sumida River, showing pleasure boat carrying party of Geishas. Ink and colours on silk.",fuzoku
1841,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00231/AN00231056_001_l.jpg,"Painting, hanging scroll. Cock fight. Ink and colours on silk.",animal-baiting
1842,panel / painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00036/AN00036348_001_l.jpg,"COMPASS Title: Kaigetsudo Ando, Courtesan entering a mosquito net, a hanging scroll painting",courtesan/prostitute
1843,"Chojiya uchi Orihae, Sasano, Urano, Karahashi, Kotozuru, Tsuyama ÅE∏ÅEÅE≠ÅEÅE±ÅEÅEÅEÅEÅEÅEÅEÅEÅEØÅEÅE∏ (Orihae of the Chojiya, [kamuro:] Sasano, Urano, [shinzo:] Karahashi, Kotozuru, Tsuyama)",https://research.britishmuseum.org/collectionimages/AN00524/AN00524842_001_l.jpg,"Colour woodblock print. Bijinga. Orihae standing with hand to forehead; shinzo helping her to dress; kamuro looking in mirror; with poem. Nishiki-e on paper. Inscribed, signed, sealed and marked.",courtesan/prostitute;bijin;kamuro
1844,diptych print,https://research.britishmuseum.org/collectionimages/AN00598/AN00598300_001_l.jpg,"Colour woodblock oban diptych print. Poet's success: Tourist trip down coast at Miho no Matsubara; poet Shurakusai Takimaro in front carrying chair; Mount Fuji in background. With poems. Inscribed, signed and marked.",poet
1845,"Beibei kidan, Koime J≈ÅEroku ÅEÅEøÅEÄÅEÅE•ÅEÅE´ÅEÅEÄÄÅEÅE≥ÅEÅE§ÅEÅEÆÅE∏ÅEÅEÅE≠ / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions)",https://research.britishmuseum.org/collectionimages/AN16130/AN1613004289_l.jpg,"Drawing, sumi ink on paper. Koime J≈ÅEroku sees the ghost of his murdered wife, a scene from BakinÅEÄÅEs illustrated novel Beibei ky≈ÅEdan of 1813. The drawing is dated 1880 on both wooden grave markers. From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost
1846,Nabeshima kashin Omori Han(za)emon haha ÅEÅEÅEÅE≥∂ÅEÆ∂ÅEÅE£ÅE∞ÅEÅE£ÆÅEÅEÅE(ÅE∑¶)ÅE°ÅEÅEÅEÄÅEØÅE (The mother of Nabeshima clan retainer Omori Hanzaemon) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ß (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004292_l.jpg,"Drawing, sumi ink on paper. Bewitched cats avenge themselves on the loyal Nabeshima clan retainer Omori Hanzaemon by possessing his mother and killing and eating his wife. From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost;cat
1847,Kobayakawa Takakage tengu mond≈ÅE ÅE∞ÅEÅEÅE©ÅE∑ÅEÅE´ÅEÅEÅEØÅE§©ÅEÅEÅEÅEÅEÅEÅE≠ÅE (Kobayakawa Takakage in conversation with a mountain pilgrim creature) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004293_l.jpg,"Drawing, sumi ink on paper. Kobayakawa Takakage in conversation with a mountain pilgrim creature (tengu yamabushi) on Mt Hiko, c. 1590.  From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost
1848,Shinch≈´nagon Tomomori kaitei no zu ÅEÅE∞ÅE∏≠ÅE¥ÅEÅE®ÄÅEÅE•ÅEÅEÅEÅEµ∑ÅEÅE¶ÅEÅEÅEÅEÅEÆÅEÅE≥ (Shinch≈´nagon Tomomori beneath the sea) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004295_l.jpg,"Drawing, sumi ink on paper. A diver encounters the spirit of Shinch≈´nagon Tomomori beneath the sea. From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost
1849,Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004294_l.jpg,"Drawing, sumi ink on paper. Kasane. After Yoemon murders Kasane with a sickle, her ghost appears to haunt him. Kasane was the subject of an illustrated novel (yomihon) by Takizawa Bakin published in 1807, which was dramatized by Sany≈´tei Ench≈ÅE.  From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost
1850,Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004296_l.jpg,"Drawing, sumi ink on paper. The ghost of Nitta Sahyoe no Suke Yoshioki riding through the sky on horseback. Yoshioki committed suicide after the battle of Yaguchi ferry in 1358 vowing to return as a vengeful spirit - for seven lifetimes if necessary.  From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",warrior;ghost;equestrian
1851,Riky≈´ ÅEÅE©ÅEºÅE / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004259_l.jpg,"Drawing, sumi ink on paper. Toyotomi Hideyoshi apologizes to the spirit of Sen no Rikyu after ordering his suicide in 1591. From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",ghost
1852,Shin Yoshiwara Tamaya sh≈ÅEgi Komurasaki ÅEÅE∞ÅEÅEÅEÅEÅEÅEÅEÅEÅEÅE±ÅEÅE®ºÅE¶ÅEÅEøÅEÅE¥´ (The courtesan Komurasaki of the Tamaya House in New Yoshiwara pleasure quarter) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004262_l.jpg,"Drawing, sumi ink on paper. The courtesan Komurasaki of the Tamaya brothel. From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",courtesan/prostitute;ghost
1853,Taira Kiyomori gaikotsu no kai o miru ÅEπ≥ÅE∏ÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅE§ÅEÅEÆÅEÄ™ÅEÅE≤ÅE¶ÅEÅEÅEÅE (Taira no Kiyomori sees skeletons in his garden at Fukuhara) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004264_l.jpg,"Drawing, sumi ink on paper. Taira no Kiyomori at Fukuhara. From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",ghost
1854,Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004266_l.jpg,"Drawing, sumi ink on paper. A woodcutter spies a group of tengu banqueting in a tree trunk.  From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",ghost
1855,Iwafuji kotsu-yose ÅE≤©ÅEÅE§ÅEÅE≥ÅEÅEÅEÅEØÅE (The bones of Iwafuji reassemble themselves) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004268_l.jpg,"Drawing, sumi ink on paper. The bones of Iwafuji reassemble themselves as Ohatsu chants during a memorial service. From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",ghost
1856,Minage ÅE∫´ÅEÅEÅE (The Suicide) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004270_l.jpg,"Drawing, sumi ink on paper. A person commits suicide by leaping from a bridge. From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",ghost
1857,Honmyoji furisode no rei ÅEÅE¨ÅE¶ÅEÅEØ∫ÅEÅEØÅE¢ÅEÅEÅEÅE (The ghost of the robe of Honmy≈ÅEji temple) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004271_l.jpg,"Drawing, sumi ink on paper. The robe with long hanging sleeves (furisode) of a young woman who died in 1655 was twice donated to Honmyoji temple and sold. Each new owner died. When a priest burned the robe it caused a great fire that destroyed a large part of Edo. From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",ghost
1858,Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004275_l.jpg,"Drawing, sumi ink on paper. A disturbance by a poltergeist. From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",supernatural;ghost
1859,Tametomo mogami no tegata o toru ÅEÅE∫ÅEÅEÅEÅEÅE¢ÅE•ÅEÅEÅEÅEÅEÅEÅEÅEΩ¢ÅEÅE≤ÅEÅEÅEÅEÅE´ (Tametomo obtains a handprint from the god of smallpox) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004277_l.jpg,"Drawing, sumi ink on paper. Minamoto no Tametomo. From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost
1860,Nezu U(e)mon ÅE†πÅE¥•ÅEÆÅEÅEÅE≥ÅE°ÅEÅEÅEÄ / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004279_l.jpg,"Drawing, sumi ink on paper. The ghost of Nezu Uemon admonishes his lord Tokugawa Tsuneshige, the councillor of K≈ÅEfu and obtains his repentance. The story of Nezu Uemon was dramatized in Hana-momiji Nezu no kamigaki ÅEÅE±ÅE¥ÅEÅEÅEÅEÅE†πÅE¥•ÅE•ÅEÅE±¨, a play by Segawa Jok≈ÅE III, first performed at the Miyako theatre, Tokyo in September 1878. From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost
1861,S≈ÅEgor≈ÅE ÅEÆÅEÅE∫ÅEÅEÅEÅE / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004281_l.jpg,"Drawing, sumi ink on paper. The ghost of Sakura S≈ÅEgor≈ÅE appears to Hotta Masanobu. From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost
1862,Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004283_l.jpg,"Drawing, sumi ink on paper. Kiyohime climbs the bell tower at D≈ÅEj≈ÅEji temple. From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost
1863,Jigokuday≈´ ÅEÅE∞ÅEÅEÅEÅE§™ÅE§´ (Hell Courtesan) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004284_l.jpg,"Drawing, sumi ink on paper. The Hell Courtesan (Jigoku Dayu). From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost
1864,S≈ÅEgi ÅEÆÅEÅE•ÅE / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004285_l.jpg,"Drawing, sumi ink on paper. The poet Iio (or Inoo) S≈ÅEgi encounters a group of spirits holding a poetry gathering in a ruined temple and releases their spirits by completing a verse. From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",poetry;ghost
1865,Koheiji ÅE∞ÅEÅEπ≥ÅE¨° / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ß (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004286_l.jpg,"Drawing, sumi ink on paper. The ghost of Kohada Koheiji floating over a lotus pond. From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost
1866,Kan Sh≈ÅEj≈ÅE no rei ÅEÅEÅEÅEÅE∏ÅE∏ÅEÅEÅEÆÅEÅEÅE (The spirit of Kan Shojo) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004287_l.jpg,"Drawing, sumi ink on paper. The spirit of Sugawara no Michizane attacks Fujiwara Shihei at the imperial palace in Kyoto. From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost
1867,Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004288_l.jpg,"Drawing, sumi ink on paper. Kuwanaya Tokuz≈ÅE sees the sea-spectre, Umib≈ÅEzu. ÅEÄÅEArenÅEÄÅEt you afraid?ÅEÄÅE the spectre asks. ÅEÄÅECrossing from life to life is the only thing IÅEÄÅEm afraid ofÅEÄÅE, Tokuz≈ÅE replies.  From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for the unpublished series.",ghost
1868,Kibi no Otondo Nakamaro rei ÅEÅEÅEÅEÅEÅEÅE§ßÅEÅE£ÅEª≤ÅE∫ªÅEÅEÅEÅEÅEÅE (Kibi no Otondo and the spirit of Nakamaro) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004251_l.jpg,"Drawing, sumi ink on paper. The spirit of Abe no Nakamaro turns into a spider to help Kibi no Otondo decipher a poem. From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",ghost
1869,Yotsuya kaidan ÅEÅEÅEÅE∞∑ÅEÄ™ÅE´ÅE (Strange Tale of Yotsuya) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004252_l.jpg,"Drawing, sumi ink on paper. The ghost of Oiwa hands the spirit of her dead child to Tamiya Iemon in whose arms it turns into a statue of Jiz≈ÅE. From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",ghost
1870,Sara yashiki Okiku ÅEÅEøÅE±ÅEÅEÅE∑ÅEÅEÅEÅEÅEÅE (Okiku of the Sara Yashiki) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004254_l.jpg,"Drawing, sumi ink on paper. The ghost of Okiku counting broken plates by the well. From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",ghost
