Title,Source,Description,Keywords
Nu・・ｻﾂﾂ・・ｻ・ｽｲ・ｽｼ・・ｻ・・ｻ・ｽｬ / Nanatsu iroha toto Fuji zukushi ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｽ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽ｣・ｽｫ・・ｻ・・ｻ・ｽ｡ (Complete Alphabetic Primer of Fuji in the Eastern Capital),https://research.britishmuseum.org/collectionimages/AN00587/AN00587509_001_l.jpg,"Woodblock print, oban tate-e. The actor Bando Takesaburo I as Inuma Katsugoro, holding a tonfa (Inset: view of Mount Fuji from Kudanzaka).",landscape;kabuki;arms/armour;actor/actress
I・・ｻﾂﾂ・・ｻ・ｽｼ・・ｻ・・ｻ・・ｻ・・ｻ / Nanatsu iroha toto Fuji zukushi ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｽ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽ｣・ｽｫ・・ｻ・・ｻ・ｽ｡ (Complete Alphabetic Primer of Fuji in the Eastern Capital),https://research.britishmuseum.org/collectionimages/AN00587/AN00587508_001_l.jpg,"Woodblock print, oban tate-e. The actor Samwamura Chojuro V as Fujiya Izaemon, wearing an outer robe decorated with calligraphy in orange and blue (Inset: view of Mount Fuji from Ayase).",landscape;kabuki;actor/actress
He・・ｻﾂﾂ・・ｻ・ｽｾ・ｽｺ・・ｻ・・ｻ・ｽｸ / Nanatsu iroha toto Fuji zukushi ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｽ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽ｣・ｽｫ・・ｻ・・ｻ・ｽ｡ (Complete Alphabetic Primer of Fuji in the Eastern Capital),https://research.britishmuseum.org/collectionimages/AN00587/AN00587506_001_l.jpg,"Woodblock print, oban tate-e. The actor Onoe Baiko IV as Chidori holding cloth around her shoulders (Inset: view of Mount view from across the bay)",landscape;kabuki;actor/actress
Ha・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｯ / Nanatsu iroha toto Fuji zukushi ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｽ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽ｣・ｽｫ・・ｻ・・ｻ・ｽ｡ (Complete Alphabetic Primer of Fuji in the Eastern Capital),https://research.britishmuseum.org/collectionimages/AN00587/AN00587505_001_l.jpg,"Woodblock print, oban tate-e. The actor Bando Shuka I as the fox-woman Kuzunoha cradling her child, Abe no Seimei (Inset: view of Mount Fuji fom Ketanboro).",mythical figure/creature;landscape;kabuki;actor/actress
Yume no ukihashi ・・ｻ・ｽ､・ｽ｢・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｩ・・ｻ (No. 54 The Floating Bridge of Dreams) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589133_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Nakamura Utaemon IV as Aoto Fujitsuna seated on a stool before a fire with his sword bearer behind him, mountains in the background. Poem inscribed above.",warrior;poetry;landscape;kabuki
Tenarai ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｿ・・ｻ (No. 53 Writing Practice) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589132_001_l.jpg,"Woodblock print, oban tate-e. Matsuo-maru holding his sheathed sword under the chin of a kneeling boy with Genba in red makeup behind him. Poem inscribed above.",warrior;poetry
Kagero ・・ｻ・・ｻ・ｽｻ・・ｻ・・ｻ・・ｻ (No. 52 The Drake Fly) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589129_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Ichikawa Danjuro VIII as the wrestler Akitsushima, seated cross-legged and holding a long scroll with a brush in his mouth. Poem inscribed above.",wrestling/wrestler;poetry;kabuki
Ukifune ・・ｻ・ｽｵ・ｽｮ・・ｻ・・ｻ・・ｻ (No. 51 Boat on the Water) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589128_001_l.jpg,"Woodblock print, oban tate-e. Omatsu attacking Akabori Mizuemon on a boat with a sword. Poem inscribed above.",warrior;poetry;boat/ship;bijin;arms/armour
Yadorigi ・・ｻ・ｽｮ・ｽｿ・・ｻ・・ｻ・ｽｨ (No. 49 The Ivy) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589121_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Onoe Kikugoro III as Kanshojo (the historical Sugawara no Michizane) holding a large fan turning away from the actor Iwai Kumesaburo as Kariya-hime. Poem inscribed above.",warrior;poetry;kabuki;bijin
Sawarabi ・・ｻ・・ｻ・ｽｩ・・ｻ・・ｻ・ｽｨ (No. 48 Early Ferns) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589120_001_l.jpg,"Woodblock print, oban tate-e. Lady Masaoka seated on a balcony watching her son Senmatsu eating sweets from a large box. Poem inscribed above.",poetry;food/drink;bijin
Agemaki ・・ｻ・ｽｷ・・ｻ・・ｻ・ｽｧ・・ｻ (No. 47 Trefoil Knots) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589119_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Ichikawa Danjuro VIII as Sukeroku with drawn sword tossing Senpei in the air. Poem inscribed above.",warrior;poetry;kabuki
Shii-ga-moto ・・ｻ・ｽ､・・ｻ・・ｻ・・ｻ・ｽｬ (No. 46 Beneath the Oak) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589118_001_l.jpg,"Woodblock print, oban tate-e. Gonta collecting petals into his hat with a pipe between his teeth, watched by Wakaba-no-naishi and her son Rokudai-gozen. Poem inscribed above.",warrior;poetry;bijin
Hashihime ・・ｻ・ｽｩ・・ｻ・・ｻ・ｽｧ・ｽｫ (No. 45 Lady at the Bridge) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589117_001_l.jpg,"Woodblock print, oban tate-e. Chidori escaping from a castle carrying two swords, two men pursuing her on the bridge behind. Poem inscribed above.",poetry;bridge;bijin;arms/armour
Takegawa ・・ｻ・ｽｫ・ｽｹ・・ｻ・ｽｷ・・ｻ (No. 44 Bamboo River) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589115_001_l.jpg,"Woodblock print, oban tate-e. Sakingo Yorikane by moonlight, holding a drawn sword and two locks of hair from the murdered courtesan Takao. Poem inscribed above.",warrior;poetry;murder/murderer
Kobai ・・ｻ・ｽｴ・・ｻ・・ｻ・ｽ｢・・ｻ (No. 43 The Rose Plum) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589114_001_l.jpg,"Woodblock print, oban tate-e. Keyamura Rokusuke with Osono behind him holding a branch of plum blossom. Poem inscribed above.",warrior;poetry;plum blossom;bijin
Niomiya ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｮ・ｽｮ (No. 42 His Perfumed Highness) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589113_001_l.jpg,"Woodblock print, oban tate-e. Ushiwaka-maru, disguised as Torazo, holding a document box with Minazuru-hime standing behind him. Poem inscribed above.",warrior;poetry;bijin
Minori ・・ｻ・ｽｾ・ｽ｡・・ｻ・ｽｳ・・ｻ (No. 40 The Rites) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589111_001_l.jpg,"Woodblock print, oban tate-e. Taira no Tomomori pierced with arrows and tied to an anchor at the Battle of Dannoura. Poem inscribed above.",warrior;poetry
Yugiri ・・ｻ・ｽ､・・ｻ・・ｻ・・ｻ・ｽｧ (No. 39 Evening Mist) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589109_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Ichikawa Danjuro VIII as wrestler Kinugawa Tanizo struggling with two opponents. Poem inscribed above.",wrestling/wrestler;poetry;kabuki
Suzumushi ・・ｻ・・ｻ・ｽｴ・・ｻ・・ｻ・ｽｫ (No. 38 Bell Cricket) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589108_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Nakamura Utaemon IV as Fukuoka Mitsugi defending himself against three attackers. Poem inscribed above.",warrior;poetry;kabuki
Yokobue ・・ｻ・ｽｨ・ｽｪ・・ｻ・ｽｬ・・ｻ (No. 37 The Flute) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589105_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Ichikawa Danjuro VII as Tonbei the ferryman glaring down at his pleading daughter Ofune kneeling before him. Poem inscribed above.",warrior;poetry;kabuki;bijin
Kashiwagi ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｨ (No. 36 Oak Tree) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589104_001_l.jpg,"Woodblock print, oban tate-e. Sankatsu with broom and duster looking backward at the infant Otsu, who plays the samisen, a cat eating from a tray in the foreground. Poem inscribed above.",poetry;musical instrument;bijin;cat
Wakana no ge ・・ｻ・・ｻ・ｽ･・・ｻ・・ｻ・・ｻ・・ｻ・ｽｸ・・ｻ (No. 35 New Herbs: Part Two) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589103_001_l.jpg,"Woodblock print, oban tate-e. Yae, the wife of Sakura-maru, holding a truncheon under a blossoming cherry tree. Poem inscribed above.",cherry blossom;bijin
Wakana no jo ・・ｻ・・ｻ・ｽ･・・ｻ・・ｻ・・ｻ・・ｻ・ｽｸ・・ｻ (No. 34 New Herbs: Part One) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589101_001_l.jpg,"Woodblock print, oban tate-e. Soga Juro Sukenari standing behind a seated Kobayashi Asahina. Poem inscribed above.",warrior;poetry
Fuji no uraba ・・ｻ・・ｻ・ｽ､・・ｻ・ｽ｣・・ｻ・・ｻ・・ｻ・・ｻ (No. 33 Wistera Leaves) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589090_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Onoe Kikugoro III as Denbei at night outside a Yoshiwara brothel; a woman silhouetted in the window and people passing below. Poem inscribed above.",warrior;courtesan/prostitute;poetry;kabuki
Umegae ・・ｻ・ｽ｢・・ｻ・・ｻ・・ｻ・・ｻ (No. 32 Plum Branch) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589089_001_l.jpg,"Woodblock print, oban tate-e. Hayakawa Takakage in court robes holding a sprig of plum blossom, Yadahei crouching before him. Poem inscribed above.",warrior;poetry;plum blossom
Maki-bashira ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｨ・・ｻ・・ｻ・ｽｱ (No. 31 Cypress Pillar) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589087_001_l.jpg,"Woodblock print, oban tate-e. Kuro Hangan Yoshitsune clinging to an arrow-studded pillar on the balcony of the Horikawa palace. Poem inscribed above.",warrior;palace/mansion;poetry;archery
Fujibakama ・・ｻ・・ｻ・ｽ､・・ｻ・ｽ｢・ｽｴ (No. 30 Purple Trousers) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589084_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Sawamura Sojuro V as Lady Iwafuji by a garden fence accompanied by a servant. Poem inscribed above.",poetry;kabuki;bijin
Miyuki ・・ｻ・ｽｾ・ｽ｡・・ｻ・ｽｹ・ｽｸ (No. 29 Royal Outing) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589083_001_l.jpg,"Woodblock print, oban tate-e. Oyasu shaking petals from a branch of plum blossom into a small bowl. Poem inscribed above.",poetry;plum blossom;bijin
Tokonatsu ・・ｻ・ｽｸ・ｽｸ・・ｻ・ｽ､・・ｻ (No. 26 Wild Carnations) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589078_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Nakamura Utaemon IV as the heroic fishmonger Danshichi  Kurobei wearing a robe decorated with an Ebisu motif, struggling with Otori Sagaemon. Poem inscribed above.",warrior;poetry;kabuki
Hotaru ・・ｻ・・ｻ・ｽ｢ (No. 25 Fireflies) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589076_001_l.jpg,"Woodblock print, oban tate-e. Tamiya Iemon with his servant Akiyama Chobei, a woman behind them, her shadowing revealing her true form as the ghost of his murdered wife Oiwa. Poem inscribed above.",poetry;ghost
Kocho ・・ｻ・・ｻ・ｽ｡・・ｻ・・ｻ・ｽｶ (No. 24 Butterflies) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589074_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Ichimura Uzaemon XII as Abe Yasuna in court robes waving his fan at two butterflies. Poem inscribed above.",poetry;kabuki;insect
Hatsune ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｳ (No. 23 First Warbler) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589072_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Nakamura Utaemon IV as Sato Tadanobu wiping off his sword behind his back, a fallen adversary behind him. Poem inscribed above.",warrior;poetry;kabuki
Tamakazura ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｬ・・ｻ (No. 22 Jewel Garland) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589069_001_l.jpg,"Woodblock print, oban tate-e. Tamatori, the diving girl, grasping the sacred jewel in her left hand; raising a knife with her right hand towards the octopus attacking her. A vision of the Dragon King's palace in the background. Poem inscribed above.",bijin
Asagao ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ｡・・ｻ (No. 20 Morning Glory) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589065_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Ichikawa Danjuro VIII as Fuwa Banzaemon stepping out of a palanquin drawing his sword; the silhouettes of two figures duelling in the background. Poem inscribed above.",warrior;poetry;kabuki
Usugumo ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｲ (No. 19 Wisps of Cloud) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589063_001_l.jpg,"Woodblock print, oban tate-e. Soma Yoshikado (right) reading from a scroll with the Earth-spider behind him; Uto Yasukata seated cross-legged in the foreground with a drawn sword. Poem inscribed above.",warrior;mythical figure/creature;arachnid
Matsukaze ・・ｻ・・ｻ・ｽｾ・・ｻ・ｽ｢・ｽｨ (No. 18 Wind in the Pines) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589061_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Ichikawa Danjuro VII as the pirate Kezori Kuemon standing beside bound wooden boxes, grasping a huge ax in the moonlight. Poem inscribed above.",warrior;poetry;arms/armour
E-awase ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (No. 17 Picture Contest) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589004_001_l.jpg,"Woodblock print, oban tate-e. Yaegaki-hime with an open handscroll before her, resting on a low table with her chin in her hands gazing a picture of her deceased lover, Katsuyori, before which incense is burning. Poem inscribed above.",poetry;bijin
